Date,portval,profit
2017-04-11,21193.813010908685,11193.813010908685
2017-04-12,21223.47044706614,11223.470447066142
2017-04-13,21093.695104928367,11093.695104928367
2017-04-17,21031.950690316044,11031.950690316044
2017-04-18,21031.950690316044,11031.950690316044
2017-04-19,21140.93448189051,11140.934481890508
2017-04-20,21030.503987578526,11030.503987578526
2017-04-21,21183.79649803595,11183.79649803595
2017-04-24,21339.115236297315,11339.115236297315
2017-04-25,21494.268455343117,11494.268455343117
2017-04-26,21558.315078133215,11558.315078133215
2017-04-27,21600.46893636966,11600.46893636966
2017-04-28,21627.199726231556,11627.199726231556
2017-05-01,21615.6890392176,11615.6890392176
2017-05-02,21525.300136545367,11525.300136545367
2017-05-03,21598.88980701119,11598.88980701119
2017-05-04,21672.288775032423,11672.288775032423
2017-05-05,21664.825151085213,11664.825151085213
2017-05-08,21721.859946288256,11721.859946288256
2017-05-09,21777.0876427951,11777.0876427951
2017-05-10,21677.870538520125,11677.870538520125
2017-05-11,21610.661672903487,11610.661672903487
2017-05-12,21576.452796947273,11576.452796947273
2017-05-15,21637.762242818826,11637.762242818826
2017-05-16,21637.762242818826,11637.762242818826
2017-05-17,21534.50192580634,11534.50192580634
2017-05-18,21111.64725938395,11111.64725938395
2017-05-19,21325.450839053552,11325.450839053552
2017-05-22,21442.776682310607,11442.776682310607
2017-05-23,21467.61032798648,11467.61032798648
2017-05-24,21589.02161444747,11589.021614447469
2017-05-25,21788.088992638608,11788.088992638608
2017-05-26,21775.868971971795,11775.868971971795
2017-05-30,21777.18872424901,11777.188724249008
2017-05-31,21724.462370295645,11724.462370295645
2017-06-01,21599.1824889351,11599.182488935101
2017-06-02,21711.59103414172,11711.591034141718
2017-06-05,21644.89586359415,11644.895863594149
2017-06-06,21571.686257821442,11571.686257821442
2017-06-07,21584.601953751968,11584.601953751968
2017-06-08,21571.381712809358,11571.381712809358
2017-06-09,21621.064115704437,11621.064115704437
2017-06-12,21744.883940445274,11744.883940445274
2017-06-13,21786.16461874452,11786.164618744519
2017-06-14,21786.16461874452,11786.164618744519
2017-06-15,21616.98119306597,11616.98119306597
2017-06-16,21755.154722939387,11755.154722939387
2017-06-19,21901.736448103184,11901.736448103184
2017-06-20,22012.44090460302,12012.44090460302
2017-06-21,21924.449295130973,11924.449295130973
2017-06-22,21810.326289908768,11810.326289908768
2017-06-23,21821.448582227335,11821.448582227335
2017-06-26,21902.17871934095,11902.178719340951
2017-06-27,21854.7108426172,11854.710842617202
2017-06-28,21884.626855408595,11884.626855408595
2017-06-29,22064.112005016683,12064.112005016683
2017-06-30,21927.149315954513,11927.149315954513
2017-07-03,21932.094495375528,11932.094495375528
2017-07-05,21952.109262062215,11952.109262062215
2017-07-06,21957.4602276018,11957.460227601801
2017-07-07,21991.49726715095,11991.49726715095
2017-07-10,22111.5800187645,12111.5800187645
2017-07-11,22109.915807555117,12109.915807555117
2017-07-12,22159.57874759251,12159.57874759251
2017-07-13,22159.57874759251,12159.57874759251
2017-07-14,22130.249201616025,12130.249201616025
2017-07-17,22211.181453050136,12211.181453050136
2017-07-18,22158.542315457307,12158.542315457307
2017-07-19,22054.982981926005,12054.982981926005
2017-07-20,22122.620722584397,12122.620722584397
2017-07-21,21895.397035427068,11895.397035427068
2017-07-24,21846.295331231802,11846.295331231802
2017-07-25,22082.37384626614,12082.373846266139
2017-07-26,22209.00489281584,12209.00489281584
2017-07-27,22148.192488021203,12148.192488021203
2017-07-28,22163.13948923876,12163.139489238762
2017-07-31,22227.12983092025,12227.12983092025
2017-08-01,22437.94613661354,12437.94613661354
2017-08-02,22445.474154973166,12445.474154973166
2017-08-03,22478.092113506653,12478.092113506653
2017-08-04,22537.038355318873,12537.038355318873
2017-08-07,22693.523757328305,12693.523757328305
2017-08-08,22804.25811260016,12804.25811260016
2017-08-09,22698.178209891517,12698.178209891517
2017-08-10,22698.178209891517,12698.178209891517
2017-08-11,22560.80023572526,12560.800235725259
2017-08-14,22699.70472398652,12699.70472398652
2017-08-15,22752.19790201061,12752.197902010608
2017-08-16,22767.81860275435,12767.818602754349
2017-08-17,22748.373100422923,12748.373100422923
2017-08-18,22499.098657056813,12499.098657056813
2017-08-21,22453.304929985243,12453.304929985243
2017-08-22,22569.41747986955,12569.41747986955
2017-08-23,22687.158616821518,12687.158616821518
2017-08-24,22666.76712180277,12666.767121802772
2017-08-25,22718.882672781532,12718.882672781532
2017-08-28,22736.003626988087,12736.003626988087
2017-08-29,22615.619885732925,12615.619885732925
2017-08-30,22759.527732328173,12759.527732328173
2017-08-31,22858.28479910172,12858.284799101719
2017-09-01,22928.87516006572,12928.87516006572
2017-09-05,22902.423148828202,12902.423148828202
2017-09-06,22955.828445353574,12955.828445353574
2017-09-07,22876.473848126847,12876.473848126847
2017-09-08,22876.473848126847,12876.473848126847
2017-09-11,23115.856675405324,13115.856675405324
2017-09-12,23271.596096218294,13271.596096218294
2017-09-13,23253.42842210212,13253.428422102119
2017-09-14,23274.90193899608,13274.901938996081
2017-09-15,23404.177047584013,13404.177047584013
2017-09-18,23470.726362627964,13470.726362627964
2017-09-19,23543.736365558896,13543.736365558896
2017-09-20,23706.179081342547,13706.179081342547
2017-09-21,23710.10027473835,13710.10027473835
2017-09-22,23630.357042466767,13630.357042466767
2017-09-25,23639.756590935638,13639.756590935638
2017-09-26,23611.670151670547,13611.670151670547
2017-09-27,23624.74403784828,13624.744037848279
2017-09-28,23573.155989031155,13573.155989031155
2017-09-29,23697.102772361555,13697.102772361555
2017-10-02,23673.632902772984,13673.632902772984
2017-10-03,23830.662912071748,13830.662912071748
